"clust","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"1","27.150142745111776","interacts with","3681 (interacts with) 3965","false","interacts with","3681 (interacts with) 3965"
"1","29.71909812672414","interacts with","3681 (interacts with) 4165","false","interacts with","3681 (interacts with) 4165"
"1","30.332847655155593","interacts with","3681 (interacts with) 4262","false","interacts with","3681 (interacts with) 4262"
"2","18.953413800089248","interacts with","3681 (interacts with) 4378","false","interacts with","3681 (interacts with) 4378"
"1","25.694199616012295","interacts with","3681 (interacts with) 4411","false","interacts with","3681 (interacts with) 4411"
"5","15.077489867472774","interacts with","3681 (interacts with) 4633","false","interacts with","3681 (interacts with) 4633"
"2","19.386713732504486","interacts with","3681 (interacts with) 4642","false","interacts with","3681 (interacts with) 4642"
"2","35.190055206231676","interacts with","3681 (interacts with) 4696","false","interacts with","3681 (interacts with) 4696"
"1","25.34959589164604","interacts with","3681 (interacts with) 4718","false","interacts with","3681 (interacts with) 4718"
"3","19.963881772932844","interacts with","3681 (interacts with) 4804","false","interacts with","3681 (interacts with) 4804"
"2","19.452351884562574","interacts with","3681 (interacts with) 4846","false","interacts with","3681 (interacts with) 4846"
"1","37.42379135357399","interacts with","3681 (interacts with) 4939","false","interacts with","3681 (interacts with) 4939"
"1","31.610864866128022","interacts with","3681 (interacts with) 4990","false","interacts with","3681 (interacts with) 4990"
"2","27.893871979749942","interacts with","3681 (interacts with) 5027","false","interacts with","3681 (interacts with) 5027"
"1","44.52770713251565","interacts with","3681 (interacts with) 5065","false","interacts with","3681 (interacts with) 5065"
"1","48.891312690384","interacts with","3681 (interacts with) 5067","false","interacts with","3681 (interacts with) 5067"
"2","18.418026560287654","interacts with","3681 (interacts with) 5124","false","interacts with","3681 (interacts with) 5124"
"2","29.431589372266494","interacts with","3681 (interacts with) 5295","false","interacts with","3681 (interacts with) 5295"
"7","12.487407236209249","interacts with","3681 (interacts with) 5419","false","interacts with","3681 (interacts with) 5419"
"1","14.670499757586054","interacts with","3681 (interacts with) 5496","false","interacts with","3681 (interacts with) 5496"
"1","34.31847322132282","interacts with","3681 (interacts with) 5574","false","interacts with","3681 (interacts with) 5574"
"4","23.62052162837024","interacts with","3681 (interacts with) 5648","false","interacts with","3681 (interacts with) 5648"
"3","19.937992267825816","interacts with","3681 (interacts with) 5669","false","interacts with","3681 (interacts with) 5669"
"1","32.33561425567477","interacts with","3681 (interacts with) 5864","false","interacts with","3681 (interacts with) 5864"
"1","21.572290889377626","interacts with","3681 (interacts with) 6014","false","interacts with","3681 (interacts with) 6014"
"1","19.448298630969095","interacts with","3681 (interacts with) 6106","false","interacts with","3681 (interacts with) 6106"
"2","33.03594432313473","interacts with","3681 (interacts with) 6413","false","interacts with","3681 (interacts with) 6413"
"3","14.677416203149292","interacts with","3681 (interacts with) 6540","false","interacts with","3681 (interacts with) 6540"
"2","14.65235675097651","interacts with","3681 (interacts with) 6655","false","interacts with","3681 (interacts with) 6655"
"3","16.529924769683745","interacts with","3681 (interacts with) 6666","false","interacts with","3681 (interacts with) 6666"
"4","15.254614594522378","interacts with","3681 (interacts with) 6806","false","interacts with","3681 (interacts with) 6806"
"4","14.475244779250266","interacts with","3681 (interacts with) 6837","false","interacts with","3681 (interacts with) 6837"
"2","19.691521588938844","interacts with","3681 (interacts with) 6919","false","interacts with","3681 (interacts with) 6919"
"1","17.992202083596318","interacts with","3681 (interacts with) 6995","false","interacts with","3681 (interacts with) 6995"
"2","16.54625075872695","interacts with","3681 (interacts with) 7006","false","interacts with","3681 (interacts with) 7006"
"6","13.196455559149388","interacts with","3681 (interacts with) 7128","false","interacts with","3681 (interacts with) 7128"
"2","13.629252370450985","interacts with","3681 (interacts with) 7135","false","interacts with","3681 (interacts with) 7135"
"1","19.245530904275526","interacts with","3681 (interacts with) 7136","false","interacts with","3681 (interacts with) 7136"
"1","20.715037274820173","interacts with","3681 (interacts with) 7198","false","interacts with","3681 (interacts with) 7198"
"2","16.370919701077057","interacts with","3681 (interacts with) 7233","false","interacts with","3681 (interacts with) 7233"
"1","18.39010512106943","interacts with","3681 (interacts with) 7422","false","interacts with","3681 (interacts with) 7422"
"2","15.980884937338951","interacts with","3681 (interacts with) 7975","false","interacts with","3681 (interacts with) 7975"
"12","18.71326438550005","interacts with","3681 (interacts with) 7980","false","interacts with","3681 (interacts with) 7980"
"7","14.29716444585797","interacts with","3681 (interacts with) 8069","false","interacts with","3681 (interacts with) 8069"
"1","23.56569481240377","interacts with","3681 (interacts with) 8272","false","interacts with","3681 (interacts with) 8272"
"2","57.10956322336448","interacts with","3681 (interacts with) 8351","false","interacts with","3681 (interacts with) 8351"
"1","38.95303919040729","interacts with","3681 (interacts with) 8432","false","interacts with","3681 (interacts with) 8432"
"2","22.75360639071096","interacts with","3681 (interacts with) 8443","false","interacts with","3681 (interacts with) 8443"
"13","12.839126025777944","interacts with","3681 (interacts with) 8658","false","interacts with","3681 (interacts with) 8658"
"3","16.875537050511166","interacts with","3681 (interacts with) 8707","false","interacts with","3681 (interacts with) 8707"
"2","16.87755060751564","interacts with","3681 (interacts with) 9233","false","interacts with","3681 (interacts with) 9233"
"5","15.025926882553842","interacts with","3681 (interacts with) 9290","false","interacts with","3681 (interacts with) 9290"
"1","20.448679413380294","interacts with","3681 (interacts with) 9304","false","interacts with","3681 (interacts with) 9304"
"1","14.092269164872786","interacts with","3681 (interacts with) 9311","false","interacts with","3681 (interacts with) 9311"
"1","14.771671468271185","interacts with","3681 (interacts with) 9325","false","interacts with","3681 (interacts with) 9325"
"2","31.857539493281184","interacts with","3681 (interacts with) 9667","false","interacts with","3681 (interacts with) 9667"
"9","12.738041848877305","interacts with","3681 (interacts with) 9778","false","interacts with","3681 (interacts with) 9778"
"2","39.125148249713725","interacts with","3681 (interacts with) 10008","false","interacts with","3681 (interacts with) 10008"
"9","10.758954351592392","interacts with","3681 (interacts with) 10144","false","interacts with","3681 (interacts with) 10144"
"6","13.354780505413135","interacts with","3681 (interacts with) 10591","false","interacts with","3681 (interacts with) 10591"
"1","29.701987234175846","interacts with","3681 (interacts with) 10648","false","interacts with","3681 (interacts with) 10648"
"1","47.51101129891464","interacts with","3681 (interacts with) 10804","false","interacts with","3681 (interacts with) 10804"
"1","30.929051543757414","interacts with","3681 (interacts with) 10847","false","interacts with","3681 (interacts with) 10847"
"2","17.590383009324356","interacts with","3681 (interacts with) 10987","false","interacts with","3681 (interacts with) 10987"
"1","13.948694140431657","interacts with","3681 (interacts with) 11300","false","interacts with","3681 (interacts with) 11300"
"1","20.362871114555485","interacts with","3681 (interacts with) 11385","false","interacts with","3681 (interacts with) 11385"
"2","19.005955517205134","interacts with","3681 (interacts with) 11421","false","interacts with","3681 (interacts with) 11421"
"2","18.409307460086918","interacts with","3681 (interacts with) 11440","false","interacts with","3681 (interacts with) 11440"
"1","28.693143678042386","interacts with","3681 (interacts with) 11497","false","interacts with","3681 (interacts with) 11497"
"2","20.727514161893335","interacts with","3681 (interacts with) 11594","false","interacts with","3681 (interacts with) 11594"
"1","24.015232859426543","interacts with","3681 (interacts with) 11750","false","interacts with","3681 (interacts with) 11750"
"2","26.737490774301236","interacts with","3681 (interacts with) 11838","false","interacts with","3681 (interacts with) 11838"
"1","43.16683316683317","interacts with","3681 (interacts with) 11877","false","interacts with","3681 (interacts with) 11877"
"1","32.133379185762394","interacts with","3681 (interacts with) 11890","false","interacts with","3681 (interacts with) 11890"
"1","27.53716778283612","interacts with","3681 (interacts with) 11932","false","interacts with","3681 (interacts with) 11932"
"3","18.995192873166058","interacts with","3681 (interacts with) 11941","false","interacts with","3681 (interacts with) 11941"
"3","14.794861731012","interacts with","3681 (interacts with) 12027","false","interacts with","3681 (interacts with) 12027"
"3","20.35458311559634","interacts with","3681 (interacts with) 12064","false","interacts with","3681 (interacts with) 12064"
